Team And Year,MOV (PPG),SRS,ORtg,DRtg,NRtg,Win%,Pythagorean Win%,MOV Percentile,SRS Percentile,ORTG Percentile,DRTG Percentile,Net Rating Percentile,Win% Percentile,Pythagorean Win% Percentile
Washington Wizards: 2015,0.72,0.17,103.7,103,0.7,56.09756098,52.43902439,52.8,49.9,27.5,86.3,52.2,61.5,51.9
Milwaukee Bucks: 2015,0.43,-0.09,102.7,102.2,0.5,50,51.2195122,51.1,47.3,13.7,93.2,51.3,44,49.1
Indiana Pacers: 2015,0.28,-0.23,103.5,103.2,0.3,46.34146341,51.2195122,50.3,46.2,24.1,79.4,49.6,37.7,49.1
Utah Jazz: 2015,0.22,0.71,105.1,104.9,0.2,46.34146341,51.2195122,49.2,54.3,44.8,55.2,48.8,37.7,49.1
Boston Celtics: 2015,0.16,-0.4,104.7,104.5,0.2,48.7804878,50,48.8,44.9,41.3,62.1,48.8,41.8,47.3
Phoenix Suns: 2015,-0.9,-0.38,105.3,106.2,-0.9,47.56097561,46.34146341,40.8,45.3,48.2,44.9,40.8,39.7,38
Detroit Pistons: 2015,-1,-1.39,105.3,106.4,-1.1,39.02439024,46.34146341,40.2,36.1,48.2,38,39.2,25.6,38
Miami Heat: 2015,-2.6,-2.92,103.9,106.7,-2.8,45.12195122,40.24390244,29.3,26.5,31,31.1,28.6,35.9,26.3
Brooklyn Nets: 2015,-2.88,-3.13,104.4,107.4,-3,46.34146341,40.24390244,27.8,25.1,34.4,24.2,27.5,37.7,26.3
Charlotte Hornets: 2015,-3.17,-3.44,100.1,103.5,-3.4,40.24390244,39.02439024,25.3,23.3,6.8,72.5,24.8,27.2,24.2
Denver Nuggets: 2015,-3.55,-3.07,104.5,108.2,-3.7,36.58536585,37.80487805,23.5,25.7,37.9,13.8,23.1,21.9,21.6
Sacramento Kings: 2015,-3.71,-3.07,105.3,109.2,-3.9,35.36585366,37.80487805,22.5,25.7,48.2,10.4,22,19.9,21.6
Orlando Magic: 2015,-5.72,-5.87,101.6,107.7,-6.1,30.48780488,30.48780488,13,11.9,10.3,20.7,12.4,12.9,11.7
Los Angeles Lakers: 2015,-6.84,-6.17,103.4,110.6,-7.2,25.6097561,28.04878049,9,10.8,20.6,3.5,8.5,6.4,8
Minnesota Timberwolves: 2015,-8.79,-8,102.9,112.2,-9.3,19.51219512,23.17073171,3.8,4.9,17.2,0,3.8,1.9,3.7
Philadelphia 76ers: 2015,-8.98,-9.04,95.5,104.8,-9.3,21.95121951,21.95121951,3.5,2.3,0,58.7,3.8,3.4,2.6
New York Knicks: 2015,-9.32,-9.5,99.9,110,-10.1,20.73170732,20.73170732,2.4,1.4,3.4,6.9,1.6,2.1,1.7
San Antonio Spurs: 2016,10.63,10.28,110.3,99,11.3,81.70731707,81.70731707,99.6,99.6,89.6,100,99.6,99.1,99.6
Golden State Warriors: 2016,10.76,10.38,114.5,103.8,10.7,89.02439024,79.26829268,99.7,99.7,100,86.3,99.4,100,99.2
Oklahoma City Thunder: 2016,7.28,7.09,113.1,105.6,7.5,67.07317073,71.95121951,95.3,95.2,96.5,58.7,94.5,83.7,92.3
Cleveland Cavaliers: 2016,6,5.45,110.9,104.5,6.4,69.51219512,69.51219512,89.4,87.6,93.1,69,89.6,88.4,88.7
Toronto Raptors: 2016,4.5,4.08,110,105.2,4.8,68.29268293,64.63414634,82.6,80.5,86.2,65.6,82.4,86.4,79.9
Los Angeles Clippers: 2016,4.28,4.13,108.3,103.8,4.5,64.63414634,64.63414634,81.2,80.9,75.8,86.3,79.9,79.2,79.9
Atlanta Hawks: 2016,3.61,3.49,105.1,101.4,3.7,58.53658537,62.19512195,76.2,76.2,27.5,96.6,75.4,66.1,75.5
Boston Celtics: 2016,3.21,2.84,106.8,103.6,3.2,58.53658537,60.97560976,73.1,72,68.9,89.7,71.7,66.1,72.2
Charlotte Hornets: 2016,2.72,2.36,107.2,104.3,2.9,58.53658537,59.75609756,70.5,67.2,72.4,75.9,70.1,66.1,70.1
Utah Jazz: 2016,1.79,1.84,105.9,103.9,2,48.7804878,56.09756098,62.6,63.5,48.2,79.4,62.8,41.8,60.6
Miami Heat: 2016,1.65,1.5,106.1,104.4,1.7,58.53658537,56.09756098,61.4,60,55.1,72.5,60.3,66.1,60.6
Indiana Pacers: 2016,1.71,1.62,104.6,102.9,1.7,54.87804878,56.09756098,62,60.8,17.2,93.2,60.3,58.8,60.6
Portland Trail Blazers: 2016,0.83,0.98,108.8,108,0.8,53.65853659,52.43902439,53.8,55.6,82.7,34.5,52.8,55,51.9
Detroit Pistons: 2016,0.61,0.43,106.1,105.5,0.6,53.65853659,52.43902439,52.1,51.9,55.1,62.1,51.7,55,51.9
Houston Rockets: 2016,0.2,0.34,108.3,108.1,0.2,50,51.2195122,49,51.1,75.8,31.1,48.8,44,49.1
Dallas Mavericks: 2016,-0.3,-0.02,106.7,107,-0.3,51.2195122,48.7804878,45.3,48.2,65.5,44.9,45.2,48.5,43.6
Washington Wizards: 2016,-0.5,-0.5,105.3,105.8,-0.5,50,48.7804878,43.6,43.8,34.4,55.2,43.5,44,43.6
Chicago Bulls: 2016,-1.48,-1.46,105,106.5,-1.5,51.2195122,45.12195122,36,35.3,24.1,51.8,36.3,48.5,35.4
Orlando Magic: 2016,-1.62,-1.68,105.1,106.8,-1.7,42.68292683,43.90243902,34.8,34.4,27.5,48.3,34.4,31.7,32.9
Sacramento Kings: 2016,-2.48,-2.32,106,108.4,-2.4,40.24390244,41.46341463,29.8,30.1,51.7,27.6,31,27.2,29.2
Memphis Grizzlies: 2016,-2.24,-2.14,105.4,107.8,-2.4,51.2195122,42.68292683,31.3,30.9,37.9,38,31,48.5,31.1
New York Knicks: 2016,-2.73,-2.74,104.6,107.6,-3,39.02439024,40.24390244,28.4,27.1,17.2,41.4,27.5,25.6,26.3
Denver Nuggets: 2016,-3.1,-2.81,105.6,108.9,-3.3,40.24390244,40.24390244,26,26.7,41.3,20.7,25.6,27.2,26.3
Minnesota Timberwolves: 2016,-3.54,-3.38,106.5,110.1,-3.6,35.36585366,37.80487805,23.6,23.5,62,6.9,23.9,19.9,21.6
New Orleans Pelicans: 2016,-3.79,-3.56,105.6,109.5,-3.9,36.58536585,37.80487805,21.7,22.5,41.3,10.4,22,21.9,21.6
Milwaukee Bucks: 2016,-4.18,-3.98,104.3,108.7,-4.4,40.24390244,35.36585366,20.1,20.1,13.7,24.2,20,27.2,18
Phoenix Suns: 2016,-6.66,-6.32,102.2,109,-6.8,28.04878049,29.26829268,9.6,9.9,6.8,17.3,10,9.4,9.8
Brooklyn Nets: 2016,-7.35,-7.12,103.2,110.9,-7.7,25.6097561,26.82926829,6.9,7,10.3,3.5,7.3,6.4,6.8
Los Angeles Lakers: 2016,-9.56,-8.92,101.6,111.6,-10,20.73170732,20.73170732,1.8,2.8,3.4,0,1.8,2.1,1.7
Philadelphia 76ers: 2016,-10.23,-9.92,98.8,109.2,-10.4,12.19512195,19.51219512,0.8,0.9,0,13.8,1.2,0,0.8
Golden State Warriors: 2017,11.63,11.35,115.6,104,11.6,81.70731707,81.70731707,99.9,99.9,100,96.6,99.8,99.1,99.6
San Antonio Spurs: 2017,7.2,7.13,111.1,103.5,7.6,74.3902439,73.17073171,94.7,95.7,72.4,100,94.9,95.2,94.8
Houston Rockets: 2017,5.77,5.84,114.7,109,5.7,67.07317073,67.07317073,88.2,89.4,96.5,41.4,86.1,83.7,84.8
Toronto Raptors: 2017,4.21,3.65,112.3,107.8,4.5,62.19512195,63.41463415,80.3,77.9,82.7,65.6,79.9,75.5,77.6
Los Angeles Clippers: 2017,4.29,4.42,112.7,108.2,4.5,62.19512195,63.41463415,81.5,82.7,86.2,62.1,79.9,75.5,77.6
Utah Jazz: 2017,3.94,4,109.6,105.3,4.3,62.19512195,63.41463415,78.6,80.1,62,93.2,78.9,75.5,77.6
Cleveland Cavaliers: 2017,3.18,2.87,113.6,110.3,3.3,62.19512195,59.75609756,72.9,72.1,93.1,31.1,72.2,75.5,70.1
Boston Celtics: 2017,2.63,2.25,111.2,108.4,2.8,64.63414634,58.53658537,69.5,65.9,75.8,58.7,69.1,79.2,66.5
Washington Wizards: 2017,1.8,1.36,111.2,109.3,1.9,59.75609756,56.09756098,62.7,58.7,75.8,38,62.3,68.8,60.6
Miami Heat: 2017,1.06,0.77,107.8,106.7,1.1,50,53.65853659,56,54.5,44.8,86.3,55.6,44,54.7
Oklahoma City Thunder: 2017,0.76,1.14,108.3,107.5,0.8,57.31707317,52.43902439,52.9,56.7,48.2,69,52.8,62.9,51.9
Memphis Grizzlies: 2017,0.49,0.96,107.7,107.1,0.6,52.43902439,51.2195122,51.5,55.4,37.9,79.4,51.7,52.7,49.1
Denver Nuggets: 2017,0.51,0.7,113.2,112.7,0.5,48.7804878,51.2195122,51.6,54.1,89.6,3.5,51.3,41.8,49.1
Chicago Bulls: 2017,0.43,0.03,107.4,107,0.4,50,51.2195122,51.1,48.9,34.4,82.8,50.7,44,49.1
Charlotte Hornets: 2017,0.2,-0.07,108.8,108.6,0.2,43.90243902,51.2195122,49,47.6,55.1,55.2,48.8,33.3,49.1
Indiana Pacers: 2017,-0.22,-0.64,108.6,108.8,-0.2,51.2195122,48.7804878,46.4,42.1,51.7,51.8,46.2,48.5,43.6
Milwaukee Bucks: 2017,-0.18,-0.45,109.1,109.3,-0.2,51.2195122,48.7804878,47.2,44.5,58.6,38,46.2,48.5,43.6
Portland Trail Blazers: 2017,-0.52,-0.23,110.3,110.8,-0.5,50,48.7804878,43.4,46.2,65.5,20.7,43.5,44,43.6
Atlanta Hawks: 2017,-0.85,-1.23,104.9,105.7,-0.8,52.43902439,47.56097561,41.3,37.5,10.3,89.7,41.9,52.7,41
Detroit Pistons: 2017,-1.12,-1.29,106,107.1,-1.1,45.12195122,46.34146341,38.5,37.2,20.6,79.4,39.2,35.9,38
Minnesota Timberwolves: 2017,-1.11,-0.64,110.8,112,-1.2,37.80487805,46.34146341,38.7,42.1,68.9,10.4,37.9,23.5,38
New Orleans Pelicans: 2017,-2.1,-1.69,105.2,107.4,-2.2,41.46341463,42.68292683,32.3,34.3,13.7,72.5,31.8,29.8,31.1
Dallas Mavericks: 2017,-2.93,-2.53,105.6,108.8,-3.2,40.24390244,40.24390244,27.2,28.8,17.2,51.8,26.3,27.2,26.3
New York Knicks: 2017,-3.67,-3.87,107.7,111.5,-3.8,37.80487805,37.80487805,22.6,20.8,37.9,13.8,22.3,23.5,21.6
Sacramento Kings: 2017,-3.88,-3.29,107.3,111.3,-4,39.02439024,37.80487805,21.2,23.9,31,17.3,21.4,25.6,21.6
Phoenix Suns: 2017,-5.63,-5.14,106.6,112.2,-5.6,29.26829268,32.92682927,13.4,14.7,27.5,6.9,14.6,10.6,14.7
Philadelphia 76ers: 2017,-5.7,-5.83,103.2,108.9,-5.7,34.14634146,31.70731707,13.2,12.1,0,44.9,13.9,17.9,12.9
