Pick,Draft Year,Team (Full Name),Team And Draft Year,Team Abbr.,Player,College,Years Played,Games Played,Minutes Played,WS,WS/48,BPM,VORP,College?,WS Percentile,VORP Percentile,WS/48 Percentile,BPM Percentile,Counting Stat Total,Rate Stat Total,Overall Total,Counting Stat Percentile,Rate Stat Percentile,Overall Value Percentile,,,,,,,,,,,,,
30,2006,Portland Trail Blazers,Portland Trail Blazers: 2006,POR,Joel Freeland,,3,151,1821,3.2,0.084,-3.3,-0.6,No,40.3,18.9,60.8,31.1,59.2,91.9,151.1,44.1,52.8,48.8,,,,,,,,,,,,,
31,2006,Portland Trail Blazers,Portland Trail Blazers: 2006,POR,James White,Cincinnati,3,67,583,0.8,0.062,-3.2,-0.2,Yes,28.3,31.8,43.3,32,60.1,75.3,135.4,45.1,32,31.4,,,,,,,,,,,,,
32,2006,Houston Rockets,Houston Rockets: 2006,HOU,Steve Novak,Marquette,11,467,5657,14.5,0.123,0.8,4,Yes,59.5,70.2,85.4,85.1,129.7,170.5,300.2,71.1,88.5,80.8,,,,,,,,,,,,,
33,2006,Atlanta Hawks,Atlanta Hawks: 2006,ATL,Solomon Jones,South Florida,8,281,3092,5,0.078,-4,-1.6,Yes,45,7.6,55.7,23.2,52.6,78.9,131.5,22.6,33.9,30.1,,,,,,,,,,,,,
34,2006,Los Angeles Clippers,Los Angeles Clippers: 2006,LAC,Paul Davis,Michigan State,4,82,702,0.5,0.035,-4.2,-0.4,Yes,25.2,24.4,26.8,22,49.6,48.8,98.4,20.4,19.8,20.3,,,,,,,,,,,,,
35,2006,Toronto Raptors,Toronto Raptors: 2006,TOR,P.J. Tucker,Texas,14,886,24993,43.3,0.083,-1,6.4,Yes,83.8,76.2,60.2,63.5,160,123.7,283.7,83.7,68.8,76.4,,,,,,,,,,,,,
36,2006,Minnesota Timberwolves,Minnesota Timberwolves: 2006,MIN,Craig Smith,Boston College,6,403,6826,16,0.113,-1.2,1.4,Yes,61.6,61.7,79.5,60.8,123.3,140.3,263.6,68,76,72.2,,,,,,,,,,,,,
37,2006,Minnesota Timberwolves,Minnesota Timberwolves: 2006,MIN,Bobby Jones,Washington,2,91,867,1.1,0.06,-4.1,-0.5,Yes,30.9,21.7,41.5,22.5,52.6,64,116.6,22.4,26.6,25.9,,,,,,,,,,,,,
38,2006,Golden State Warriors,Golden State Warriors: 2006,GSW,Kosta Perovic,,1,7,38,0,0.06,-5.9,0,No,11,44.6,41.5,10.5,55.6,52,107.6,25.7,21.6,23.6,,,,,,,,,,,,,
39,2006,Milwaukee Bucks,Milwaukee Bucks: 2006,MIL,David Noel,UNC,1,68,792,0.4,0.024,-3.1,-0.2,Yes,23.7,31.8,21.3,32.9,55.5,54.2,109.7,25.4,22.7,24.2,,,,,,,,,,,,,
40,2006,Seattle SuperSonics,Seattle SuperSonics: 2006,SEA,Denham Brown,UConn,,,,,,,,Yes,11,44.6,13.8,76.5,55.6,90.3,145.9,25.7,37.9,34.1,,,,,,,,,,,,,
41,2006,Orlando Magic,Orlando Magic: 2006,ORL,James Augustine,Illinois,2,27,156,0.3,0.101,-2.7,0,Yes,22,44.6,72.6,37.9,66.6,110.5,177.1,50.2,62,54.3,,,,,,,,,,,,,
42,2006,Cleveland Cavaliers,Cleveland Cavaliers: 2006,CLE,Daniel Gibson,Texas,7,397,9316,16,0.082,-1,2.4,Yes,61.6,65.3,59.5,63.5,126.9,123,249.9,69.6,68.4,69.3,,,,,,,,,,,,,
43,2006,New Orleans/Oklahoma City Hornets,New Orleans/Oklahoma City Hornets: 2006,NOK,Marcus Vinicius,,2,26,172,0.2,0.056,-3,0,No,19.6,44.6,38.7,33.8,64.2,72.5,136.7,48,30.5,31.7,,,,,,,,,,,,,
44,2006,Orlando Magic,Orlando Magic: 2006,ORL,Lior Eliyahu,,,,,,,,,No,11,44.6,13.8,76.5,55.6,90.3,145.9,25.7,37.9,34.1,,,,,,,,,,,,,
45,2006,Indiana Pacers,Indiana Pacers: 2006,IND,Alexander Johnson,Florida State,2,102,1302,1.5,0.056,-4.6,-0.9,Yes,33.2,13.7,38.7,19.2,46.9,57.9,104.8,16.5,24.2,22.4,,,,,,,,,,,,,
46,2006,Utah Jazz,Utah Jazz: 2006,UTA,Dee Brown,Illinois,2,68,711,0.1,0.008,-3,-0.2,Yes,16.7,31.8,16.3,33.8,48.5,50.1,98.6,17.9,20.7,20.4,,,,,,,,,,,,,
47,2006,Utah Jazz,Utah Jazz: 2006,UTA,Paul Millsap,Louisiana Tech,16,1085,30498,95.4,0.15,1.9,29.9,Yes,96.6,95.3,93.1,92.6,191.9,185.7,377.6,96.6,95.6,96.7,,,,,,,,,,,,,
48,2006,Washington Wizards,Washington Wizards: 2006,WAS,Vladimir Veremeenko,,,,,,,,,No,11,44.6,13.8,76.5,55.6,90.3,145.9,25.7,37.9,34.1,,,,,,,,,,,,,
49,2006,Denver Nuggets,Denver Nuggets: 2006,DEN,Leon Powe,California,5,239,3320,12,0.174,-1.6,0.3,Yes,55.8,54.7,97.1,54.7,110.5,151.8,262.3,63.8,80.9,71.8,,,,,,,,,,,,,
50,2006,Charlotte Bobcats,Charlotte Bobcats: 2006,CHA,Ryan Hollins,UCLA,10,518,6134,10.4,0.081,-4.1,-3.2,Yes,53.6,2.5,58.9,22.5,56.1,81.4,137.5,42.1,34.6,32,,,,,,,,,,,,,
51,2006,Los Angeles Lakers,Los Angeles Lakers: 2006,LAL,Cheikh Samb,,2,22,114,-0.1,-0.056,-9.1,-0.2,No,7.3,31.8,4.9,3.5,39.1,8.4,47.5,9.9,3.2,5.6,,,,,,,,,,,,,
52,2006,Los Angeles Clippers,Los Angeles Clippers: 2006,LAC,Guillermo Diaz,Miami (FL),1,6,18,0,0.033,-2.9,0,Yes,11,44.6,25.9,35.2,55.6,61.1,116.7,25.7,25.7,26,,,,,,,,,,,,,
53,2006,Seattle SuperSonics,Seattle SuperSonics: 2006,SEA,Yotam Halperin,,,,,,,,,No,11,44.6,13.8,76.5,55.6,90.3,145.9,25.7,37.9,34.1,,,,,,,,,,,,,
54,2006,New Jersey Nets,New Jersey Nets: 2006,NJN,Hassan Adams,Arizona,2,73,547,0.8,0.072,-2.3,0,Yes,28.3,44.6,51.2,44.4,72.9,95.6,168.5,53.7,54.4,52.3,,,,,,,,,,,,,
55,2006,Cleveland Cavaliers,Cleveland Cavaliers: 2006,CLE,Ejike Ugboaja,,,,,,,,,No,11,44.6,13.8,76.5,55.6,90.3,145.9,25.7,37.9,34.1,,,,,,,,,,,,,
56,2006,Toronto Raptors,Toronto Raptors: 2006,TOR,Edin Bavcic,,,,,,,,,No,11,44.6,13.8,76.5,55.6,90.3,145.9,25.7,37.9,34.1,,,,,,,,,,,,,
57,2006,Minnesota Timberwolves,Minnesota Timberwolves: 2006,MIN,Loukas Mavrokefalidis,,,,,,,,,No,11,44.6,13.8,76.5,55.6,90.3,145.9,25.7,37.9,34.1,,,,,,,,,,,,,
58,2006,Dallas Mavericks,Dallas Mavericks: 2006,DAL,J.R. Pinnock,George Washington,,,,,,,,Yes,11,44.6,13.8,76.5,55.6,90.3,145.9,25.7,37.9,34.1,,,,,,,,,,,,,
59,2006,San Antonio Spurs,San Antonio Spurs: 2006,SAS,Damir Markota,,1,30,170,-0.2,-0.07,-8.5,-0.3,No,4.5,27.4,4.3,4.4,31.9,8.7,40.6,6.2,3.3,3.3,,,,,,,,,,,,,
60,2006,Detroit Pistons,Detroit Pistons: 2006,DET,Will Blalock,Iowa State,1,14,166,-0.1,-0.032,-5.8,-0.2,Yes,7.3,31.8,7.1,11.2,39.1,18.3,57.4,9.9,6.8,9,,,,,,,,,,,,,
1,2007,Portland Trail Blazers,Portland Trail Blazers: 2007,POR,Greg Oden,Ohio State,3,105,2028,7.3,0.174,-0.4,0.8,Yes,49.2,58.8,97.1,71.5,108,168.6,276.6,63.3,88.1,74.8,,,,,,,,,,,,,
2,2007,Seattle SuperSonics,Seattle SuperSonics: 2007,SEA,Kevin Durant,Texas,17,1123,41237,175.4,0.204,6.4,87.6,Yes,99.5,99.7,98.8,99.3,199.2,198.1,397.3,99.7,99.3,99.6,,,,,,,,,,,,,
3,2007,Atlanta Hawks,Atlanta Hawks: 2007,ATL,Al Horford,Florida,18,1138,35918,117.3,0.157,2.9,44.2,Yes,98.2,98.1,95,95.9,196.3,190.9,387.2,98.5,97.1,98.4,,,,,,,,,,,,,
4,2007,Memphis Grizzlies,Memphis Grizzlies: 2007,MEM,Mike Conley,Ohio State,18,1172,36597,105.7,0.139,2.4,40.7,Yes,97.4,97.4,90.5,94.7,194.8,185.2,380,98,95.2,97,,,,,,,,,,,,,
5,2007,Boston Celtics,Boston Celtics: 2007,BOS,Jeff Green,Georgetown,17,1217,33257,55.9,0.081,-1.4,4.6,Yes,89,72.2,58.9,58.3,161.2,117.2,278.4,84.1,65.8,75.2,,,,,,,,,,,,,
6,2007,Milwaukee Bucks,Milwaukee Bucks: 2007,MIL,Yi Jianlian,,5,272,6038,3.1,0.025,-4.3,-3.5,No,39.9,1.8,22.1,21.2,41.7,43.3,85,11.7,17.8,16.8,,,,,,,,,,,,,
7,2007,Minnesota Timberwolves,Minnesota Timberwolves: 2007,MIN,Corey Brewer,Florida,13,819,18771,22.5,0.058,-1.6,2,Yes,68.7,63.6,39.8,54.7,132.3,94.5,226.8,72,53.9,63.7,,,,,,,,,,,,,
8,2007,Charlotte Bobcats,Charlotte Bobcats: 2007,CHA,Brandan Wright,UNC,10,428,6949,26.2,0.181,2.3,7.5,Yes,72.6,78.3,97.7,94.3,150.9,192,342.9,79,97.3,89.9,,,,,,,,,,,,,
9,2007,Chicago Bulls,Chicago Bulls: 2007,CHI,Joakim Noah,Florida,13,672,18646,61.9,0.159,2.5,20.9,Yes,91.2,91.9,95.4,95,183.1,190.4,373.5,92.6,97,96.1,,,,,,,,,,,,,
10,2007,Sacramento Kings,Sacramento Kings: 2007,SAC,Spencer Hawes,Washington,10,684,15541,22.6,0.07,-1.1,3.4,Yes,68.9,68.8,49.5,62.4,137.7,111.9,249.6,73.8,62.8,69.2,,,,,,,,,,,,,
11,2007,Atlanta Hawks,Atlanta Hawks: 2007,ATL,Acie Law,Texas A&M,4,188,2385,1.6,0.032,-3.9,-1.1,Yes,33.7,11.6,25.1,24.2,45.3,49.3,94.6,15.7,20,19.4,,,,,,,,,,,,,
12,2007,Philadelphia 76ers,Philadelphia 76ers: 2007,PHI,Thaddeus Young,Georgia Tech,17,1172,33012,71.9,0.105,0.5,20.7,Yes,93.4,91.7,75.2,82.2,185.1,157.4,342.5,93.7,83.1,89.8,,,,,,,,,,,,,
13,2007,New Orleans/Oklahoma City Hornets,New Orleans/Oklahoma City Hornets: 2007,NOK,Julian Wright,Kansas,4,231,3049,3.9,0.061,-0.5,1.2,Yes,42.2,60.8,42.3,70.2,103,112.5,215.5,61.6,63.1,61.2,,,,,,,,,,,,,
14,2007,Los Angeles Clippers,Los Angeles Clippers: 2007,LAC,Al Thornton,Florida State,4,296,8274,6.1,0.035,-3.5,-3.2,Yes,46.9,2.5,26.8,28.9,49.4,55.7,105.1,20.2,23.5,22.7,,,,,,,,,,,,,
15,2007,Detroit Pistons,Detroit Pistons: 2007,DET,Rodney Stuckey,Eastern Washington,10,651,17890,28.7,0.077,-0.9,4.9,Yes,75.1,73.1,55,64.9,148.2,119.9,268.1,77.7,67.1,73,,,,,,,,,,,,,
16,2007,Washington Wizards,Washington Wizards: 2007,WAS,Nick Young,USC,12,720,16419,18.6,0.054,-2.2,-0.8,Yes,64.1,15,37.4,45.6,79.1,83,162.1,55.8,35.1,51.3,,,,,,,,,,,,,
17,2007,New Jersey Nets,New Jersey Nets: 2007,NJN,Sean Williams,Boston College,4,137,1978,3,0.073,-3.1,-0.6,Yes,39.3,18.9,51.9,32.9,58.2,84.8,143,43.5,36.1,33.6,,,,,,,,,,,,,
18,2007,Golden State Warriors,Golden State Warriors: 2007,GSW,Marco Belinelli,,13,860,19548,30.5,0.075,-1.3,3.3,No,76.2,68.5,53.2,59.7,144.7,112.9,257.6,76.3,63.3,71.2,,,,,,,,,,,,,
19,2007,Los Angeles Lakers,Los Angeles Lakers: 2007,LAL,Javaris Crittenton,Georgia Tech,2,113,1853,0.1,0.002,-4.2,-1,Yes,16.7,12.8,14.6,22,29.5,36.6,66.1,5.4,14.7,11.5,,,,,,,,,,,,,
20,2007,Miami Heat,Miami Heat: 2007,MIA,Jason Smith,Colorado State,11,616,10029,14.1,0.067,-2.9,-2.4,Yes,58.9,4.2,46.5,35.2,63.1,81.7,144.8,47.7,34.7,34,,,,,,,,,,,,,
21,2007,Philadelphia 76ers,Philadelphia 76ers: 2007,PHI,Daequan Cook,Ohio State,6,328,5993,4.9,0.039,-2.7,-1.1,Yes,44.7,11.6,28.9,37.9,56.3,66.8,123.1,42.4,28.1,27.6,,,,,,,,,,,,,
22,2007,Charlotte Bobcats,Charlotte Bobcats: 2007,CHA,Jared Dudley,Boston College,14,904,20117,43,0.103,0.2,11,Yes,83.7,84.1,74.2,78.8,167.8,153,320.8,86.9,81.5,85.1,,,,,,,,,,,,,
23,2007,New York Knicks,New York Knicks: 2007,NYK,Wilson Chandler,DePaul,12,676,20287,29,0.069,-1.3,3.5,Yes,75.4,69.1,48.3,59.7,144.5,108,252.5,76.2,60.7,69.7,,,,,,,,,,,,,
24,2007,Phoenix Suns,Phoenix Suns: 2007,PHO,Rudy Fernandez,,4,249,5965,14.2,0.114,1.7,5.6,No,59.1,74.9,80.6,91.4,134,172,306,72.4,89.2,82.1,,,,,,,,,,,,,
25,2007,Utah Jazz,Utah Jazz: 2007,UTA,Morris Almond,Rice University,3,38,361,0,0.005,-6.1,-0.4,Yes,11,24.4,15.5,9.7,35.4,25.2,60.6,7.7,10.1,9.8,,,,,,,,,,,,,
26,2007,Houston Rockets,Houston Rockets: 2007,HOU,Aaron Brooks,Oregon,10,645,13439,19.2,0.069,-1.2,2.7,Yes,65.1,66.4,48.3,60.8,131.5,109.1,240.6,71.4,61.3,66.7,,,,,,,,,,,,,
27,2007,Detroit Pistons,Detroit Pistons: 2007,DET,Arron Afflalo,UCLA,11,762,20829,33.5,0.077,-1.5,2.4,Yes,78.4,65.3,55,56.6,143.7,111.6,255.3,75.9,62.6,70.5,,,,,,,,,,,,,
28,2007,San Antonio Spurs,San Antonio Spurs: 2007,SAS,Tiago Splitter,,7,355,6812,25.3,0.178,1.1,5.4,No,71.9,74.5,97.5,88.2,146.4,185.7,332.1,77.1,95.5,87.5,,,,,,,,,,,,,
29,2007,Phoenix Suns,Phoenix Suns: 2007,PHO,Alando Tucker,Wisconsin,3,51,426,0.4,0.045,-4.5,-0.3,Yes,23.7,27.4,32.6,19.8,51.1,52.4,103.5,20.8,22,22.1,,,,,,,,,,,,,
30,2007,Philadelphia 76ers,Philadelphia 76ers: 2007,PHI,Petteri Koponen,,,,,,,,,No,11,44.6,13.8,76.5,55.6,90.3,145.9,25.7,37.9,34.1,,,,,,,,,,,,,
31,2007,Seattle SuperSonics,Seattle SuperSonics: 2007,SEA,Carl Landry,Purdue,9,513,11524,35.9,0.149,-0.3,5,Yes,79.7,73.5,93,73.2,153.2,166.2,319.4,79.9,86.9,85,,,,,,,,,,,,,
32,2007,Boston Celtics,Boston Celtics: 2007,BOS,Gabe Pruitt,USC,2,62,461,0.4,0.043,-2.8,-0.1,Yes,23.7,37.7,31.2,36.4,61.4,67.6,129,47.1,28.6,29.2,,,,,,,,,,,,,
33,2007,San Antonio Spurs,San Antonio Spurs: 2007,SAS,Marcus Williams,Arizona,2,13,39,-0.1,-0.084,-5.4,0,Yes,7.3,44.6,3.8,13.5,51.9,17.3,69.2,21.8,6.4,12.5,,,,,,,,,,,,,
34,2007,Dallas Mavericks,Dallas Mavericks: 2007,DAL,Nick Fazekas,Nevada,1,26,269,0.8,0.148,0.5,0.2,Yes,28.3,53.7,92.8,82.2,82,175,257,56.6,90.6,71.1,,,,,,,,,,,,,
35,2007,Seattle SuperSonics,Seattle SuperSonics: 2007,SEA,Glen Davis,LSU,8,514,10865,18.6,0.082,-2.6,-1.7,Yes,64.1,6.9,59.5,39.4,71,98.9,169.9,52.5,56.2,52.6,,,,,,,,,,,,,
36,2007,Golden State Warriors,Golden State Warriors: 2007,GSW,Jermareo Davidson,Alabama,2,52,433,0,0,-5.2,-0.3,Yes,11,27.4,13.8,14.6,38.4,28.4,66.8,9.4,11.2,11.7,,,,,,,,,,,,,
37,2007,Portland Trail Blazers,Portland Trail Blazers: 2007,POR,Josh McRoberts,Duke,11,433,8271,18.5,0.107,0.3,4.7,Yes,63.9,72.6,76.5,80,136.5,156.5,293,73.4,82.8,78.8,,,,,,,,,,,,,
38,2007,Philadelphia 76ers,Philadelphia 76ers: 2007,PHI,Kyrylo Fesenko,,5,135,1107,0.9,0.038,-5.7,-1.1,No,29.3,11.6,28.5,11.5,40.9,40,80.9,11,16.2,15.9,,,,,,,,,,,,,
39,2007,Miami Heat,Miami Heat: 2007,MIA,Stanko Barac,,,,,,,,,No,11,44.6,13.8,76.5,55.6,90.3,145.9,25.7,37.9,34.1,,,,,,,,,,,,,
40,2007,Los Angeles Lakers,Los Angeles Lakers: 2007,LAL,Sun Yue,,1,10,28,-0.1,-0.226,-19.4,-0.1,No,7.3,37.7,0.8,0.7,45,1.5,46.5,14.4,0.5,5,,,,,,,,,,,,,
41,2007,Minnesota Timberwolves,Minnesota Timberwolves: 2007,MIN,Chris Richard,Florida,2,70,780,0.7,0.045,-5.7,-0.7,Yes,27.5,16.9,32.6,11.5,44.4,44.1,88.5,14,18.1,17.8,,,,,,,,,,,,,
42,2007,Portland Trail Blazers,Portland Trail Blazers: 2007,POR,Derrick Byars,Vanderbilt,1,2,37,0.1,0.147,-4.7,0,Yes,16.7,44.6,92.4,18.4,61.3,110.8,172.1,46.3,62.3,53.1,,,,,,,,,,,,,
43,2007,New Orleans/Oklahoma City Hornets,New Orleans/Oklahoma City Hornets: 2007,NOK,Adam Haluska,Iowa,,,,,,,,Yes,11,44.6,13.8,76.5,55.6,90.3,145.9,25.7,37.9,34.1,,,,,,,,,,,,,
44,2007,Orlando Magic,Orlando Magic: 2007,ORL,Reyshawn Terry,UNC,,,,,,,,Yes,11,44.6,13.8,76.5,55.6,90.3,145.9,25.7,37.9,34.1,,,,,,,,,,,,,
45,2007,Los Angeles Clippers,Los Angeles Clippers: 2007,LAC,Jared Jordan,Marist College,,,,,,,,Yes,11,44.6,13.8,76.5,55.6,90.3,145.9,25.7,37.9,34.1,,,,,,,,,,,,,
46,2007,Golden State Warriors,Golden State Warriors: 2007,GSW,Stephane Lasme,UMass,1,16,303,0.3,0.041,-4.4,-0.2,Yes,22,31.8,29.8,20.4,53.8,50.2,104,23.4,20.7,22.3,,,,,,,,,,,,,
47,2007,Washington Wizards,Washington Wizards: 2007,WAS,Dominic McGuire,Fresno State,6,342,5348,4.1,0.037,-2.1,-0.1,Yes,43,37.7,28,46.4,80.7,74.4,155.1,56.3,31.7,49.8,,,,,,,,,,,,,
48,2007,Los Angeles Lakers,Los Angeles Lakers: 2007,LAL,Marc Gasol,,13,891,28719,85.3,0.143,3.1,36.5,No,95.2,96.7,91.8,96.5,191.9,188.3,380.2,96.6,96.2,97.1,,,,,,,,,,,,,
49,2007,Chicago Bulls,Chicago Bulls: 2007,CHI,Aaron Gray,Pitt,7,318,3851,6.2,0.077,-3.6,-1.5,Yes,47,8.2,55,28,55.2,83,138.2,25.2,35.3,32.2,,,,,,,,,,,,,
50,2007,Dallas Mavericks,Dallas Mavericks: 2007,DAL,Renaldas Seibutis,,,,,,,,,No,11,44.6,13.8,76.5,55.6,90.3,145.9,25.7,37.9,34.1,,,,,,,,,,,,,
51,2007,Chicago Bulls,Chicago Bulls: 2007,CHI,JamesOn Curry,Oklahoma State,1,1,0,0,,,0,Yes,11,44.6,13.8,76.5,55.6,90.3,145.9,25.7,37.9,34.1,,,,,,,,,,,,,
52,2007,Portland Trail Blazers,Portland Trail Blazers: 2007,POR,Taurean Green,Florida,1,17,74,-0.1,-0.066,-7.5,-0.1,Yes,7.3,37.7,4.5,6.3,45,10.8,55.8,14.4,4,8.4,,,,,,,,,,,,,
53,2007,Portland Trail Blazers,Portland Trail Blazers: 2007,POR,Demetris Nichols,Syracuse,2,18,58,-0.2,-0.203,-10.3,-0.1,Yes,4.5,37.7,1.2,2.6,42.2,3.8,46,11.9,1.4,4.9,,,,,,,,,,,,,
54,2007,Houston Rockets,Houston Rockets: 2007,HOU,Brad Newley,,,,,,,,,No,11,44.6,13.8,76.5,55.6,90.3,145.9,25.7,37.9,34.1,,,,,,,,,,,,,
55,2007,Utah Jazz,Utah Jazz: 2007,UTA,Herbert Hill,Providence,,,,,,,,Yes,11,44.6,13.8,76.5,55.6,90.3,145.9,25.7,37.9,34.1,,,,,,,,,,,,,
56,2007,Milwaukee Bucks,Milwaukee Bucks: 2007,MIL,Ramon Sessions,Nevada,11,691,16119,28.8,0.086,-0.7,5.2,Yes,75.2,74,62.9,67.8,149.2,130.7,279.9,78.3,71.6,75.5,,,,,,,,,,,,,
57,2007,Detroit Pistons,Detroit Pistons: 2007,DET,Sammy Mejia,DePaul,,,,,,,,Yes,11,44.6,13.8,76.5,55.6,90.3,145.9,25.7,37.9,34.1,,,,,,,,,,,,,
58,2007,San Antonio Spurs,San Antonio Spurs: 2007,SAS,Georgios Printezis,,,,,,,,,No,11,44.6,13.8,76.5,55.6,90.3,145.9,25.7,37.9,34.1,,,,,,,,,,,,,
59,2007,Phoenix Suns,Phoenix Suns: 2007,PHO,D.J. Strawberry,Maryland,1,33,270,-0.2,-0.031,-5.6,-0.2,Yes,4.5,31.8,7.5,12.3,36.3,19.8,56.1,8.1,7.5,8.5,,,,,,,,,,,,,
60,2007,Dallas Mavericks,Dallas Mavericks: 2007,DAL,Milovan Rakovic,,,,,,,,,No,11,44.6,13.8,76.5,55.6,90.3,145.9,25.7,37.9,34.1,,,,,,,,,,,,,
1,2008,Chicago Bulls,Chicago Bulls: 2008,CHI,Derrick Rose,Memphis,15,723,22054,44.6,0.097,1.2,18.2,Yes,84.6,90.3,70.5,88.8,174.9,159.3,334.2,89.6,83.9,88.1,,,,,,,,,,,,,
2,2008,Miami Heat,Miami Heat: 2008,MIA,Michael Beasley,Kansas State,11,609,13903,15.6,0.054,-1.7,0.9,Yes,60.8,59.5,37.4,53.3,120.3,90.7,211,67,52.1,60.2,,,,,,,,,,,,,
3,2008,Minnesota Timberwolves,Minnesota Timberwolves: 2008,MIN,O.J. Mayo,USC,8,547,16919,21.8,0.062,-0.9,4.7,Yes,68.3,72.6,43.3,64.9,140.9,108.2,249.1,75,60.9,69,,,,,,,,,,,,,
4,2008,Seattle SuperSonics,Seattle SuperSonics: 2008,SEA,Russell Westbrook,UCLA,17,1237,41173,112.5,0.131,3.6,58.4,Yes,97.9,98.8,88.2,97.3,196.7,185.5,382.2,98.6,95.3,97.6,,,,,,,,,,,,,
5,2008,Memphis Grizzlies,Memphis Grizzlies: 2008,MEM,Kevin Love,UCLA,17,952,27505,94.9,0.166,3.2,36.3,Yes,96.5,96.6,96.2,96.7,193.1,192.9,386,97,97.8,98.2,,,,,,,,,,,,,
6,2008,New York Knicks,New York Knicks: 2008,NYK,Danilo Gallinari,,14,777,22410,65.4,0.14,1.7,20.8,No,92.3,91.9,91,91.4,184.2,182.4,366.6,93.1,93.9,95,,,,,,,,,,,,,
7,2008,Los Angeles Clippers,Los Angeles Clippers: 2008,LAC,Eric Gordon,Indiana,17,925,28884,41.9,0.07,-0.8,9,Yes,83.1,81,49.5,66.4,164.1,115.9,280,85.2,65,75.6,,,,,,,,,,,,,
8,2008,Milwaukee Bucks,Milwaukee Bucks: 2008,MIL,Joe Alexander,West Virginia,2,67,745,0.5,0.03,-3.6,-0.3,Yes,25.2,27.4,24.2,28,52.6,52.2,104.8,22.6,21.7,22.4,,,,,,,,,,,,,
9,2008,Charlotte Bobcats,Charlotte Bobcats: 2008,CHA,D.J. Augustin,Texas,14,976,22851,47.7,0.1,-0.7,7.6,Yes,86,78.5,72.2,67.8,164.5,140,304.5,85.5,75.9,81.8,,,,,,,,,,,,,
10,2008,New Jersey Nets,New Jersey Nets: 2008,NJN,Brook Lopez,Stanford,17,1105,33522,91.9,0.132,1.3,27.8,Yes,96.3,94.6,88.5,89.7,190.9,178.2,369.1,96.5,92.2,95.5,,,,,,,,,,,,,
11,2008,Indiana Pacers,Indiana Pacers: 2008,IND,Jerryd Bayless,Arizona,11,586,12486,18.6,0.072,-1.6,1.1,Yes,64.1,60.3,51.2,54.7,124.4,105.9,230.3,68.3,59.9,64.6,,,,,,,,,,,,,
12,2008,Sacramento Kings,Sacramento Kings: 2008,SAC,Jason Thompson,Rider University,8,588,14819,23.8,0.077,-2.6,-2.4,Yes,70,4.2,55,39.4,74.2,94.4,168.6,54.2,53.8,52.4,,,,,,,,,,,,,
13,2008,Portland Trail Blazers,Portland Trail Blazers: 2008,POR,Brandon Rush,Kansas,9,481,10564,11.2,0.051,-1.4,1.6,Yes,54.7,62.5,35.5,58.3,117.2,93.8,211,65.9,53.5,60.2,,,,,,,,,,,,,
14,2008,Golden State Warriors,Golden State Warriors: 2008,GSW,Anthony Randolph,LSU,6,252,3841,5.8,0.072,-1.6,0.4,Yes,46.4,55.5,51.2,54.7,101.9,105.9,207.8,61.3,59.9,59.4,,,,,,,,,,,,,
15,2008,Phoenix Suns,Phoenix Suns: 2008,PHO,Robin Lopez,Stanford,16,992,20937,49.6,0.114,-1.1,4.6,Yes,86.7,72.2,80.6,62.4,158.9,143,301.9,82.8,77.1,81.2,,,,,,,,,,,,,
16,2008,Philadelphia 76ers,Philadelphia 76ers: 2008,PHI,Marreese Speights,Florida,10,705,10640,25.8,0.116,-2.2,-0.6,Yes,72.2,18.9,81.9,45.6,91.1,127.5,218.6,58.7,70.2,62,,,,,,,,,,,,,
17,2008,Toronto Raptors,Toronto Raptors: 2008,TOR,Roy Hibbert,Georgetown,9,662,16389,35.9,0.105,-1.1,3.5,Yes,79.7,69.1,75.2,62.4,148.8,137.6,286.4,78,75.2,77.2,,,,,,,,,,,,,
18,2008,Washington Wizards,Washington Wizards: 2008,WAS,JaVale McGee,Nevada,16,909,14676,43.7,0.143,0,7.3,Yes,84,77.7,91.8,76.5,161.7,168.3,330,84.4,87.9,87.1,,,,,,,,,,,,,
19,2008,Cleveland Cavaliers,Cleveland Cavaliers: 2008,CLE,J.J. Hickson,NC State,8,534,11925,21.9,0.088,-1.8,0.5,Yes,68.4,56.5,64.6,51.7,124.9,116.3,241.2,68.6,65.3,67,,,,,,,,,,,,,
20,2008,Charlotte Bobcats,Charlotte Bobcats: 2008,CHA,Alexis Ajinca,,7,293,3905,7.5,0.093,-2.8,-0.8,No,49.5,15,68,36.4,64.5,104.4,168.9,48.9,59,52.4,,,,,,,,,,,,,
21,2008,New Jersey Nets,New Jersey Nets: 2008,NJN,Ryan Anderson,California,12,649,16769,46.7,0.134,1,12.8,Yes,85.3,86.2,89.3,87.1,171.5,176.4,347.9,88.4,91.3,91.1,,,,,,,,,,,,,
22,2008,Orlando Magic,Orlando Magic: 2008,ORL,Courtney Lee,Western Kentucky,12,811,21938,39.3,0.086,-0.6,7.9,Yes,81.9,79,62.9,69.1,160.9,132,292.9,84,72.4,78.7,,,,,,,,,,,,,
23,2008,Utah Jazz,Utah Jazz: 2008,UTA,Kosta Koufos,Ohio State,11,686,11271,28.3,0.12,-1.3,2,Yes,74.6,63.6,83.9,59.7,138.2,143.6,281.8,74,77.3,75.9,,,,,,,,,,,,,
